|word_en
311|noun|birds|птицы|Birds fly high.|Птицы летают высоко.|She watched the birds.|Она наблюдала за птицами.
312|noun|problem|проблема|Solve the problem.|Реши проблему.|She faced a problem.|Она столкнулась с проблемой.
313|adjective|complete|полный|This is complete.|Это полностью.|She completed her task.|Она завершила свою задачу.
314|noun|room|комната|The room is big.|Комната большая.|She entered the room.|Она вошла в комнату.
315|verb|knew|знал|I knew the answer.|Я знал ответ.|She knew the way.|Она знала дорогу.
316|preposition|since|с тех пор|Since that day.|С того дня.|She stayed since then.|Она осталась с тех пор.
317|adverb|ever|всегда|He is ever brave.|Он всегда смелый.|She was ever kind.|Она всегда была доброй.
318|noun|piece|кусок|Take a piece.|Возьми кусок.|She broke a piece.|Она сломала кусок.
319|verb|told|рассказал|He told a story.|Он рассказал историю.|She told him.|Она рассказала ему.
320|adverb|usually|обычно|I usually read.|Я обычно читаю.|She usually laughs.|Она обычно смеется.
321|contraction|didn’t|не|I didn’t know.|Я не знал.|She didn’t come.|Она не пришла.
322|noun|friends|друзья|My friends are nice.|Мои друзья добрые.|She met friends.|Она встретила друзей.
323|adjective|easy|легкий|This is easy.|Это легко.|She found it easy.|Она нашла это легким.
324|verb|heard|услышал|I heard a noise.|Я услышал шум.|She heard him.|Она услышала его.
325|noun|order|порядок|Put in order.|Приведи в порядок.|She ordered the list.|Она упорядочила список.
326|adjective|red|красный|The apple is red.|Яблоко красное.|She wore a red dress.|Она надела красное платье.
327|noun|door|дверь|The door is open.|Дверь открыта.|She closed the door.|Она закрыла дверь.
328|adjective|sure|уверен|I am sure.|Я уверен.|She felt sure.|Она была уверена.
329|verb|become|становиться|I become strong.|Я становлюсь сильным.|She became a teacher.|Она стала учителем.
330|noun|top|верх|Reach the top.|Доберись до вершины.|She climbed to the top.|Она забралась на вершину.
331|noun|ship|корабль|The ship sails.|Корабль плывет.|She saw a ship.|Она увидела корабль.
332|preposition|across|через|Go across the bridge.|Иди через мост.|She ran across the field.|Она бежала через поле.
333|noun|today|сегодня|Today is sunny.|Сегодня солнечно.|She is happy today.|Она счастлива сегодня.
334|preposition|during|во время|During lunch, we play.|Во время обеда мы играем.|She sang during the show.|Она пела во время шоу.
335|adjective|short|короткий|The line is short.|Линия короткая.|She had a short rest.|У неё был короткий отдых.
336|adjective|better|лучше|This is better.|Это лучше.|She felt better.|Она почувствовала себя лучше.
337|adjective|best|лучший|This is the best toy.|Это лучшая игрушка.|She found the best place.|Она нашла лучшее место.
338|adverb|however|однако|However, he stayed.|Однако, он остался.|She knew, however.|Она знала, однако.
339|adjective|low|низкий|The branch is low.|Ветка низкая.|She picked a low fruit.|Она сорвала низкий плод.
340|noun|hours|часы|I wait for hours.|Я жду часы.|She worked hours.|Она работала часы.
341|adjective|black|черный|The hat is black.|Шляпа черная.|She wore a black coat.|Она носила черное пальто.
342|noun|products|продукты|I buy products.|Я покупаю продукты.|She sells products.|Она продает продукты.
343|verb|happened|случилось|What happened here?|Что здесь случилось?|She knew what happened.|Она знала, что случилось.
344|adjective|whole|целый|The whole cake is big.|Весь торт большой.|She ate the whole meal.|Она съела весь обед.
345|verb|measure|измерить|I measure the table.|Я измеряю стол.|She measured the distance.|Она измерила расстояние.
346|verb|remember|помнить|I remember you.|Я помню тебя.|She remembered the story.|Она вспомнила историю.
347|adjective|early|ранний|I am early.|Я рано.|She woke up early.|Она проснулась рано.
348|noun|waves|волны|The waves are high.|Волны высокие.|She watched the waves.|Она смотрела на волны.
349|verb|reached|достиг|I reached the end.|Я достиг конца.|She reached her goal.|Она достигла своей цели.
350|verb|listen|слушать|I listen to music.|Я слушаю музыку.|She listened closely.|Она слушала внимательно.
351|noun|wind|ветер|The wind is strong.|Ветер сильный.|She felt the wind.|Она чувствовала ветер.
352|noun|rock|камень|The rock is heavy.|Камень тяжелый.|She moved the rock.|Она передвинула камень.
353|noun|space|пространство|Space is vast.|Пространство обширное.|She explored space.|Она исследовала космос.
354|verb|covered|покрыл|I covered my book.|Я покрыл свою книгу.|She covered her face.|Она закрыла лицо.
355|adverb|fast|быстро|I run fast.|Я бегаю быстро.|She moved fast.|Она быстро двигалась.
356|adjective|several|несколько|I have several toys.|У меня несколько игрушек.|She met several people.|Она встретила несколько человек.
357|verb|hold|держать|I hold the bag.|Я держу сумку.|She held his hand.|Она держала его руку.
358|pronoun|himself|сам|He did it himself.|Он сделал это сам.|She let him do it himself.|Она позволила ему сделать это самому.
359|preposition|toward|к|I walk toward you.|Я иду к тебе.|She ran toward the park.|Она бежала к парку.
360|noun|five|пять|I have five books.|У меня пять книг.|She counted to five.|Она считала до пяти.
361|noun|step|шаг|Take a step.|Сделай шаг.|She took a big step.|Она сделала большой шаг.
362|noun|morning|утро|Good morning.|Доброе утро.|She enjoyed the morning.|Она наслаждалась утром.
363|verb|passed|прошел|I passed the test.|Я прошел тест.|She passed the house.|Она прошла мимо дома.
364|noun|vowel|гласная|A is a vowel.|А - гласная.|She learned the vowels.|Она учила гласные.
365|adjective|true|правда|This is true.|Это правда.|She spoke the true words.|Она говорила правду.
366|noun|hundred|сто|I have a hundred toys.|У меня сто игрушек.|She counted to a hundred.|Она считала до ста.
367|preposition|against|против|I stand against it.|Я стою против этого.|She fought against the idea.|Она боролась против идеи.
368|noun|pattern|шаблон|This is a pattern.|Это шаблон.|She followed the pattern.|Она следовала шаблону.
369|noun|numeral|цифра|One is a numeral.|Один - цифра.|She wrote a numeral.|Она написала цифру.
370|noun|table|стол|The table is round.|Стол круглый.|She cleaned the table.|Она вымыла стол.
371|noun|north|север|The north is cold.|Север холодный.|She went north.|Она отправилась на север.
372|adverb|slowly|медленно|Walk slowly.|Иди медленно.|She spoke slowly.|Она говорила медленно.
373|noun|money|деньги|Money is important.|Деньги важны.|She saved her money.|Она копила свои деньги.
374|noun|map|карта|This is a map.|Это карта.|She looked at the map.|Она смотрела на карту.
375|noun|farm|ферма|The farm is big.|Ферма большая.|She visited the farm.|Она посетила ферму.
376|verb|pulled|тянул|I pulled the rope.|Я тянул веревку.|She pulled her chair.|Она потянула свой стул.
377|verb|draw|рисовать|I draw a cat.|Я рисую кота.|She drew a flower.|Она нарисовала цветок.
378|noun|voice|голос|Her voice is soft.|Её голос мягкий.|She raised her voice.|Она подняла голос.
379|verb|seen|видел|I have seen that.|Я это видел.|She had seen the cat.|Она видела кота.
380|adjective|cold|холодный|The water is cold.|Вода холодная.|She felt the cold.|Она чувствовала холод.
381|verb|cried|плакал|He cried loudly.|Он громко плакал.|She cried with joy.|Она плакала от радости.
382|noun|plan|план|I have a plan.|У меня есть план.|She made a plan.|Она составила план.
383|verb|notice|заметить|I notice the bird.|Я заметил птицу.|She noticed a change.|Она заметила изменение.
384|noun|south|юг|The south is warm.|Юг теплый.|She traveled to the south.|Она путешествовала на юг.
385|verb|sing|петь|I sing a song.|Я пою песню.|She sang well.|Она хорошо пела.
386|noun|war|война|War is terrible.|Война ужасна.|She read about the war.|Она читала о войне.
387|noun|ground|земля|The ground is hard.|Земля твердая.|She lay on the ground.|Она лежала на земле.
388|verb|fall|падать|I fall down.|Я падаю.|She fell asleep.|Она уснула.
389|noun|king|король|The king is wise.|Король мудр.|She met the king.|Она встретила короля.
390|noun|town|городок|The town is quiet.|Городок тихий.|She visited the town.|Она посетила городок.
391|contraction|I’ll|я буду|I’ll go soon.|Я скоро пойду.|She said, “I’ll help.”|Она сказала, "Я помогу."
392|noun|unit|единица|This is one unit.|Это одна единица.|She studied each unit.|Она изучала каждую единицу.
393|noun|figure|цифра|This is a figure.|Это цифра.|She drew a figure.|Она нарисовала фигуру.
394|adjective|certain|определенный|A certain way.|Определенный путь.|She was certain.|Она была уверена.
395|noun|field|поле|The field is green.|Поле зеленое.|She walked through the field.|Она прошла через поле.
396|verb|travel|путешествовать|I travel often.|Я часто путешествую.|She traveled abroad.|Она путешествовала за границу.
397|noun|wood|дерево|The wood is strong.|Дерево прочное.|She touched the wood.|Она прикоснулась к дереву.
398|noun|fire|огонь|The fire is warm.|Огонь теплый.|She sat by the fire.|Она сидела у огня.
399|preposition|upon|на|The cat sits upon the mat.|Кошка сидит на коврике.|They walked upon the grass.|Они ходили на траве.
400|adjective|done|сделанный|The work is done.|Работа сделана.|The homework was done yesterday.|Домашняя работа была сделана вчера.
401|noun|English|английский|I study English every day.|Я изучаю английский каждый день.|She learned English last year.|Она выучила английский в прошлом году.
402|noun|road|дорога|Cars drive on the road.|Машины едут по дороге.|They walked along the road.|Они шли по дороге.
403|noun|half|половина|I ate half the cake.|Я съел половину торта.|He gave half to his friend.|Он дал половину своему другу.
404|noun|ten|десять|There are ten apples.|Есть десять яблок.|She counted to ten.|Она посчитала до десяти.
405|verb|fly|летать|Birds fly in the sky.|Птицы летают в небе.|A bird flew over the house.|Птица пролетела над домом.
406|verb|gave|дал|She gave me a gift.|Она дала мне подарок.|He gave her flowers.|Он подарил ей цветы.
407|noun|box|коробка|There is a box on the table.|На столе есть коробка.|They opened the box.|Они открыли коробку.
408|adverb|finally|наконец|She finally arrived.|Она наконец-то пришла.|They finally left.|Они наконец ушли.
409|verb|wait|ждать|I wait for the bus.|Я жду автобус.|She waited by the door.|Она ждала у двери.
410|adjective|correct|правильный|This answer is correct.|Этот ответ правильный.|His answer was correct.|Его ответ был правильным.
411|interjection|oh|о|Oh, I see the dog.|О, я вижу собаку.|Oh, he left.|О, он ушел.
412|adverb|quickly|быстро|She runs quickly.|Она бегает быстро.|He quickly finished.|Он быстро закончил.
413|noun|person|человек|A person is here.|Здесь человек.|I met a new person.|Я встретил нового человека.
414|verb|became|стал|He became strong.|Он стал сильным.|She became a teacher.|Она стала учителем.
415|verb|shown|показанный|The movie is shown now.|Фильм сейчас показывают.|It was shown on TV.|Его показывали по телевизору.
416|noun|minutes|минуты|I wait for five minutes.|Я жду пять минут.|We waited ten minutes.|Мы ждали десять минут.
417|adjective|strong|сильный|He is strong.|Он сильный.|She felt strong.|Она чувствовала себя сильной.
418|noun|verb|глагол|I know a verb.|Я знаю глагол.|She learned a new verb.|Она выучила новый глагол.
419|noun|stars|звезды|I see stars at night.|Я вижу звезды ночью.|We watched the stars.|Мы смотрели на звезды.
420|noun|front|перед|I stand in front.|Я стою впереди.|She stood in the front.|Она стояла впереди.
421|verb|feel|чувствовать|I feel happy.|Я чувствую себя счастливым.|He felt tired.|Он чувствовал себя усталым.
422|noun|fact|факт|It is a fact.|Это факт.|She learned a fact.|Она узнала факт.
423|noun|inches|дюймы|The ruler shows inches.|Линейка показывает дюймы.|He measured in inches.|Он измерил в дюймах.
424|noun|street|улица|The street is clean.|Улица чистая.|They walked on the street.|Они шли по улице.
425|verb|decided|решил|She decided to go.|Она решила пойти.|He decided on the blue shirt.|Он выбрал синюю рубашку.
426|verb|contain|содержать|Boxes contain toys.|Коробки содержат игрушки.|The bag contained books.|Сумка содержала книги.
427|noun|course|курс|The course starts today.|Курс начинается сегодня.|He took the course.|Он прошел курс.
428|noun|surface|поверхность|The surface is smooth.|Поверхность гладкая.|We touched the surface.|Мы прикоснулись к поверхности.
429|verb|produce|производить|They produce goods.|Они производят товары.|The factory produced cars.|Фабрика произвела машины.
430|noun|building|здание|The building is tall.|Здание высокое.|They entered the building.|Они вошли в здание.
431|noun|ocean|океан|The ocean is vast.|Океан огромен.|She saw the ocean.|Она видела океан.
432|noun|class|класс|My class is fun.|Мой класс веселый.|He joined the class.|Он присоединился к классу.
433|noun|note|заметка|I write a note.|Я пишу заметку.|She left a note.|Она оставила заметку.
434|noun|nothing|ничего|There is nothing here.|Здесь ничего нет.|I saw nothing.|Я ничего не видел.
435|noun|rest|отдых|I need rest.|Мне нужен отдых.|She took a rest.|Она отдохнула.
436|adverb|carefully|внимательно|She reads carefully.|Она читает внимательно.|He carefully looked.|Он внимательно посмотрел.
437|noun|scientists|ученые|Scientists study nature.|Ученые изучают природу.|They met the scientists.|Они встретили ученых.
438|adverb|inside|внутри|The cat is inside.|Кошка внутри.|She looked inside.|Она заглянула внутрь.
439|noun|wheels|колеса|The car has wheels.|У машины есть колеса.|They fixed the wheels.|Они починили колеса.
440|verb|stay|остаться|I stay home.|Я остаюсь дома.|She stayed outside.|Она осталась на улице.
441|adjective|green|зеленый|The grass is green.|Трава зеленая.|The apple was green.|Яблоко было зеленым.
442|adjective|known|известный|She is known.|Она известна.|He was known there.|Его знали там.
443|noun|island|остров|The island is small.|Остров маленький.|They visited the island.|Они посетили остров.
444|noun|week|неделя|The week starts Monday.|Неделя начинается в понедельник.|She stayed a week.|Она пробыла неделю.
445|adjective|less|меньше|He has less money.|У него меньше денег.|It was less difficult.|Это было менее сложно.
446|noun|machine|машина|The machine is fast.|Машина быстрая.|He used the machine.|Он использовал машину.
447|noun|base|база|The base is strong.|База прочная.|They built a base.|Они построили базу.
448|adverb|ago|назад|It happened years ago.|Это случилось годы назад.|She left long ago.|Она ушла давно.
449|verb|stood|стоял|He stood there.|Он стоял там.|They stood in line.|Они стояли в очереди.
450|noun|plane|самолет|The plane is big.|Самолет большой.|She flew on the plane.|Она летела на самолете.
451|noun|system|система|The system works.|Система работает.|They tested the system.|Они протестировали систему.
452|adverb|behind|позади|I walk behind.|Я иду позади.|He stood behind.|Он стоял позади.
453|verb|ran|бежал|He ran fast.|Он бежал быстро.|She ran to school.|Она побежала в школу.
454|adjective|round|круглый|The ball is round.|Мяч круглый.|The earth was round.|Земля была круглая.
455|noun|boat|лодка|The boat is small.|Лодка маленькая.|They rowed the boat.|Они гребли в лодке.
456|noun|game|игра|The game is fun.|Игра веселая.|They played a game.|Они играли в игру.
457|noun|force|сила|Force can move things.|Сила может двигать вещи.|He used force to lift it.|Он использовал силу, чтобы поднять это.
458|verb|brought|принес|She brought a gift.|Она принесла подарок.|He brought food.|Он принес еду.
459|verb|understand|понимать|I understand now.|Я теперь понимаю.|She understood the lesson.|Она поняла урок.
460|adjective|warm|теплый|The day is warm.|День теплый.|The blanket was warm.|Одеяло было теплым.
461|adjective|common|общий|This is a common word.|Это общее слово.|It was common to see birds.|Видеть птиц было обычно.
462|verb|bring|приносить|I bring my book.|Я приношу свою книгу.|He brought the key.|Он принес ключ.
463|verb|explain|объяснять|I explain the game.|Я объясняю игру.|She explained the story.|Она объяснила историю.
464|adjective|dry|сухой|The towel is dry.|Полотенце сухое.|The land was dry.|Земля была сухой.
465|conjunction|though|хотя|I like it, though.|Хотя мне это нравится.|Though tired, he worked.|Хотя он устал, он работал.
466|noun|language|язык|We speak one language.|Мы говорим на одном языке.|He learned the language.|Он выучил язык.
467|noun|shape|форма|The shape is round.|Форма круглая.|It changed shape.|Она изменила форму.
468|adjective|deep|глубокий|The water is deep.|Вода глубокая.|The lake was deep.|Озеро было глубоким.
469|noun|thousands|тысячи|Thousands came to watch.|Тысячи пришли посмотреть.|He counted thousands.|Он считал тысячи.
470|interjection|yes|да|Yes, I see it.|Да, я вижу это.|Yes, she agreed.|Да, она согласилась.
471|adjective|clear|ясный|The sky is clear.|Небо ясное.|The answer was clear.|Ответ был ясен.
472|noun|equation|уравнение|I solve the equation.|Я решаю уравнение.|They wrote an equation.|Они написали уравнение.
473|adverb|yet|еще|It is not ready yet.|Это еще не готово.|She didn't come yet.|Она еще не пришла.
474|noun|government|правительство|The government helps.|Правительство помогает.|They changed the government.|Они изменили правительство.
475|verb|filled|заполненный|The cup is filled.|Чашка заполнена.|She filled the form.|Она заполнила форму.
476|noun|heat|жара|The heat is strong.|Жара сильная.|We felt the heat.|Мы чувствовали жару.
477|adjective|full|полный|The bottle is full.|Бутылка полная.|Her bag was full.|Ее сумка была полна.
478|adjective|hot|горячий|The soup is hot.|Суп горячий.|The day was hot.|День был жарким.
479|verb|check|проверять|I check my work.|Я проверяю свою работу.|She checked the list.|Она проверила список.
480|noun|object|объект|This is an object.|Это объект.|They found the object.|Они нашли объект.
481|verb|am|есть|I am happy.|Я счастлив.|I was at home.|Я был дома.
482|noun|rule|правило|Follow the rule.|Следуй правилу.|He broke the rule.|Он нарушил правило.
483|preposition|among|среди|She is among friends.|Она среди друзей.|They stood among trees.|Они стояли среди деревьев.
484|noun|noun|существительное|A noun names things.|Существительное называет вещи.|She learned a noun.|Она выучила существительное.
485|noun|power|сила|Power helps machines.|Сила помогает машинам.|He used his power.|Он использовал свою силу.
486|verb|cannot|не мочь|I cannot go.|Я не могу идти.|She couldn’t do it.|Она не могла сделать это.
487|adjective|able|способный|I am able to help.|Я способен помочь.|He was able to finish.|Он смог закончить.
488|noun|six|шесть|There are six apples.|Есть шесть яблок.|She counted to six.|Она посчитала до шести.
489|noun|size|размер|The size is big.|Размер большой.|He chose the size.|Он выбрал размер.
490|adjective|dark|темный|The room is dark.|Комната темная.|The night was dark.|Ночь была темной.
491|noun|ball|мяч|The ball is round.|Мяч круглый.|They played with the ball.|Они играли с мячом.
492|noun|material|материал|The material is soft.|Материал мягкий.|They used the material.|Они использовали материал.
493|adjective|special|особенный|This gift is special.|Этот подарок особенный.|It was a special day.|Это был особенный день.
494|adjective|heavy|тяжелый|The box is heavy.|Коробка тяжелая.|The bag was heavy.|Сумка была тяжелой.
495|adjective|fine|хороший|The weather is fine.|Погода хорошая.|He felt fine.|Он чувствовал себя хорошо.
496|noun|pair|пара|I have a pair of shoes.|У меня есть пара обуви.|She bought a new pair.|Она купила новую пару.
497|noun|circle|круг|The shape is a circle.|Форма – круг.|They drew a circle.|Они нарисовали круг.
498|verb|include|включать|I include this part.|Я включаю эту часть.|She included a note.|Она включила заметку.
499|verb|built|построенный|The house is built.|Дом построен.|They built a wall.|Они построили стену.
500|verb|can’t|не могу|I can’t do it.|Я не могу это сделать.|She couldn’t come.|Она не могла прийти.
501|noun|matter|материя|Matter makes objects.|Материя создает объекты.|They studied matter.|Они изучали материю.
502|noun|square|квадрат|The shape is a square.|Форма – квадрат.|He drew a square.|Он нарисовал квадрат.
503|noun|syllables|слоги|Words have syllables.|Слова имеют слоги.|She counted the syllables.|Она считала слоги.
504|adverb|perhaps|возможно|Perhaps it rains.|Возможно, идет дождь.|Perhaps she knew.|Возможно, она знала.
505|noun|bill|счет|The bill is here.|Счет здесь.|They paid the bill.|Они оплатили счет.
506|verb|felt|чувствовал|He felt happy.|Он чувствовал себя счастливым.|She felt sad.|Она чувствовала себя грустной.
507|adverb|suddenly|внезапно|Suddenly it rains.|Внезапно идет дождь.|He left suddenly.|Он внезапно ушел.
508|noun|test|тест|The test is easy.|Тест легкий.|They took the test.|Они прошли тест.
509|noun|direction|направление|He knows the direction.|Он знает направление.|She followed the direction.|Она следовала направлению.
510|noun|center|центр|The center is here.|Центр здесь.|They moved to the center.|Они переместились к центру.
511|noun|farmers|фермеры|Farmers grow crops.|Фермеры выращивают урожай.|She helped the farmers.|Она помогала фермерам.
512|adjective|ready|готовый|I am ready.|Я готов.|They were ready.|Они были готовы.
513|noun|anything|что-либо|I don't see anything.|Я ничего не вижу.|She didn’t find anything.|Она ничего не нашла.
514|verb|divided|разделил|He divided the pie.|Он разделил пирог.|They divided the work.|Они разделили работу.
515|adjective|general|общий|This is a general rule.|Это общее правило.|It was a general idea.|Это была общая идея.
516|noun|energy|энергия|Energy makes things move.|Энергия заставляет вещи двигаться.|They studied energy.|Они изучали энергию.
517|noun|subject|предмет|Math is a subject.|Математика – предмет.|He liked the subject.|Ему понравился предмет.
518|noun|Europe|Европа|Europe is big.|Европа большая.|She visited Europe.|Она посетила Европу.
519|noun|moon|луна|The moon is bright.|Луна яркая.|They watched the moon.|Они смотрели на луну.
520|noun|region|регион|The region is hot.|Регион жаркий.|She traveled to the region.|Она путешествовала в регион.
521|verb|return|вернуться|I return home.|Я возвращаюсь домой.|He returned yesterday.|Он вернулся вчера.
522|verb|believe|верить|I believe in you.|Я верю в тебя.|She believed him.|Она верила ему.
523|verb|dance|танцевать|They dance together.|Они танцуют вместе.|She danced at the party.|Она танцевала на вечеринке.
524|noun|members|члены|Members join the team.|Члены присоединяются к команде.|They welcomed the members.|Они приветствовали членов.
525|verb|picked|выбрал|He picked the red one.|Он выбрал красный.|She picked flowers.|Она собрала цветы.
526|adjective|simple|простой|This is a simple game.|Это простая игра.|They chose a simple path.|Они выбрали простой путь.
527|noun|cells|клетки|Our bodies have cells.|Наши тела имеют клетки.|Scientists studied cells.|Учёные изучали клетки.
528|verb|paint|красить|I paint a picture.|Я рисую картину.|He painted the wall.|Он покрасил стену.
529|noun|mind|ум|I use my mind.|Я использую свой ум.|She changed her mind.|Она передумала.
530|verb|love|любить|I love my family.|Я люблю свою семью.|He loved the song.|Ему понравилась песня.
531|noun|cause|причина|This is the cause.|Это причина.|They found the cause.|Они нашли причину.
532|noun|rain|дождь|The rain is heavy.|Дождь сильный.|It rained yesterday.|Вчера шел дождь.
533|noun|exercise|упражнение|I do exercise.|Я делаю упражнения.|She finished her exercise.|Она закончила своё упражнение.
534|noun|eggs|яйца|I eat eggs.|Я ем яйца.|She bought eggs.|Она купила яйца.
535|noun|train|поезд|The train is fast.|Поезд быстрый.|They took the train.|Они поехали на поезде.
536|adjective|blue|синий|The sky is blue.|Небо синее.|The water looked blue.|Вода выглядела синей.
537|verb|wish|желать|I wish for a toy.|Я желаю игрушку.|She wished to travel.|Она хотела путешествовать.
538|verb|drop|ронять|I drop the ball.|Я роняю мяч.|He dropped his keys.|Он уронил свои ключи.
539|verb|developed|развил|He developed a plan.|Он разработал план.|They developed quickly.|Они быстро развились.
540|noun|window|окно|The window is open.|Окно открыто.|She closed the window.|Она закрыла окно.
541|noun|difference|разница|The difference is big.|Разница большая.|They noticed the difference.|Они заметили разницу.
542|noun|distance|расстояние|The distance is long.|Расстояние большое.|She measured the distance.|Она измерила расстояние.
543|noun|heart|сердце|My heart is strong.|Мое сердце сильное.|He felt his heart.|Он чувствовал своё сердце.
544|noun|site|место|This is a nice site.|Это хорошее место.|They visited the site.|Они посетили место.
545|noun|sum|сумма|The sum is correct.|Сумма верна.|They calculated the sum.|Они рассчитали сумму.
546|noun|summer|лето|Summer is warm.|Лето тёплое.|They traveled in summer.|Они путешествовали летом.
547|noun|wall|стена|The wall is white.|Стена белая.|They painted the wall.|Они покрасили стену.
548|noun|forest|лес|The forest is green.|Лес зелёный.|They walked in the forest.|Они гуляли в лесу.
549|adverb|probably|вероятно|It will probably rain.|Вероятно, пойдет дождь.|He probably knew.|Он, вероятно, знал.
550|noun|legs|ноги|My legs are tired.|Мои ноги устали.|She stretched her legs.|Она потянула свои ноги.
551|verb|sat|сидел|I sat on the chair.|Я сел на стул.|They sat by the tree.|Они сидели у дерева.
552|adjective|main|главный|This is the main idea.|Это главная идея.|He found the main part.|Он нашел главную часть.
553|noun|winter|зима|Winter is cold.|Зима холодная.|They enjoyed winter.|Они наслаждались зимой.
554|adjective|wide|широкий|The road is wide.|Дорога широкая.|The river was wide.|Река была широкой.
555|verb|written|написанный|The story is written.|История написана.|He wrote a letter.|Он написал письмо.
556|noun|length|длина|The length is long.|Длина большая.|She measured the length.|Она измерила длину.
557|noun|reason|причина|I know the reason.|Я знаю причину.|They explained the reason.|Они объяснили причину.
558|verb|kept|держал|I kept the book.|Я держал книгу.|She kept it safe.|Она хранила это в безопасности.
559|noun|interest|интерес|I have interest in art.|Мне интересен искусство.|She showed interest.|Она проявила интерес.
560|noun|arms|руки|My arms are tired.|Мои руки устали.|He lifted his arms.|Он поднял руки.
561|noun|brother|брат|I have a brother.|У меня есть брат.|She missed her brother.|Она скучала по своему брату.
562|noun|race|гонка|The race is fast.|Гонка быстрая.|They won the race.|Они выиграли гонку.
563|noun|present|подарок|This is my present.|Это мой подарок.|He gave her a present.|Он подарил ей подарок.
564|adjective|beautiful|красивый|The flower is beautiful.|Цветок красивый.|She looked beautiful.|Она выглядела красивой.
565|noun|store|магазин|The store is open.|Магазин открыт.|They went to the store.|Они пошли в магазин.
566|noun|job|работа|He has a job.|У него есть работа.|She found a job.|Она нашла работу.
567|noun|edge|край|The edge is sharp.|Край острый.|They reached the edge.|Они дошли до края.
568|noun|past|прошлое|I remember the past.|Я помню прошлое.|They talked about the past.|Они говорили о прошлом.
569|noun|sign|знак|This is a stop sign.|Это знак остановки.|He saw the sign.|Он увидел знак.
570|noun|record|запись|I keep a record.|Я веду запись.|They broke the record.|Они побили рекорд.
571|adjective|finished|закончен|The task is finished.|Задание закончено.|She finished her work.|Она закончила свою работу.
572|verb|discovered|обнаружил|They discovered a clue.|Они обнаружили подсказку.|She discovered a secret.|Она обнаружила секрет.
573|adjective|wild|дикий|The animal is wild.|Животное дикое.|They saw wild animals.|Они видели диких животных.
574|adjective|happy|счастливый|I feel happy.|Я чувствую себя счастливым.|She was very happy.|Она была очень счастлива.
575|preposition|beside|рядом|I sit beside him.|Я сижу рядом с ним.|She stood beside me.|Она стояла рядом со мной.
576|verb|gone|ушел|He is gone.|Он ушел.|She was gone when I arrived.|Она ушла, когда я пришел.
577|noun|sky|небо|The sky is blue.|Небо синее.|They looked at the sky.|Они смотрели на небо.
578|noun|grass|трава|The grass is green.|Трава зелёная.|They walked on the grass.|Они ходили по траве.
579|noun|million|миллион|A million stars shine.|Миллион звезд сияет.|They counted a million.|Они насчитали миллион.
580|noun|west|запад|The sun sets in the west.|Солнце садится на западе.|They traveled west.|Они отправились на запад.
581|verb|lay|лежал|I lay on the bed.|Я лежал на кровати.|She lay by the fire.|Она лежала у огня.
582|noun|weather|погода|The weather is nice.|Погода хорошая.|They enjoyed the weather.|Они наслаждались погодой.
583|noun|root|корень|This is a tree root.|Это корень дерева.|They dug up the root.|Они выкопали корень.
584|noun|instruments|инструменты|The instruments are ready.|Инструменты готовы.|They used the instruments.|Они использовали инструменты.
585|verb|meet|встречать|I meet my friend.|Я встречаю своего друга.|She met him at the park.|Она встретила его в парке.
586|noun|third|третий|He is in third place.|Он на третьем месте.|She came in third.|Она пришла третьей.
587|noun|months|месяцы|We have twelve months.|У нас двенадцать месяцев.|They counted the months.|Они считали месяцы.
588|noun|paragraph|абзац|Read the paragraph.|Прочитай абзац.|She wrote a paragraph.|Она написала абзац.
589|verb|raised|поднял|He raised his hand.|Он поднял руку.|They raised the flag.|Они подняли флаг.
590|verb|represent|представлять|They represent our team.|Они представляют нашу команду.|She represented her school.|Она представляла свою школу.
591|adjective|soft|мягкий|The blanket is soft.|Одеяло мягкое.|The pillow was soft.|Подушка была мягкой.
592|conjunction|whether|ли|I don’t know whether it’s true.|Я не знаю, правда ли это.|She wondered whether to go.|Она раздумывала, идти ли.
593|noun|clothes|одежда|My clothes are clean.|Моя одежда чистая.|She bought new clothes.|Она купила новую одежду.
594|noun|flowers|цветы|The flowers are pretty.|Цветы красивые.|He gave her flowers.|Он подарил ей цветы.
595|verb|shall|должен|I shall help you.|Я должен помочь тебе.|They shall arrive soon.|Они должны скоро приехать.
596|noun|teacher|учитель|My teacher is kind.|Мой учитель добрый.|They thanked the teacher.|Они поблагодарили учителя.
597|verb|held|держал|I held the cup.|Я держал чашку.|She held his hand.|Она держала его руку.
598|verb|describe|описывать|I describe the scene.|Я описываю сцену.|She described her day.|Она описала свой день.
599|verb|drive|водить|I drive the car.|Я вожу машину.|He drove to work.|Он поехал на работу.
600|verb|cross|пересекать|I cross the street.|Я пересекаю улицу.|They crossed the bridge.|Они пересекли мост.
601|verb|speak|говорить|I speak English.|Я говорю по-английски.|She spoke softly.|Она говорила тихо.
602|verb|solve|решать|I solve puzzles.|Я решаю головоломки.|He solved the problem.|Он решил задачу.
603|verb|appear|появляться|The stars appear.|Звезды появляются.|She appeared suddenly.|Она внезапно появилась.
604|noun|metal|металл|The spoon is metal.|Ложка из металла.|They found metal.|Они нашли металл.
605|noun|son|сын|I have a son.|У меня есть сын.|She loves her son.|Она любит своего сына.
606|conjunction|either|либо|I like either color.|Мне нравится любой цвет.|He chose either way.|Он выбрал любой путь.
